Time_in_ms	MagX	MagY	MagZ	Bearing
11301319	30.37	56.93	13.61	61.92
11301597	22.77	7.91	43.10	19.14
11301874	7.59	-4.75	47.63	327.99
11302156	-3.04	-37.95	72.58	265.42
11302435	7.59	-61.68	83.92	277.02
11302715	15.18	-94.88	90.73	279.09
11302994	12.15	-123.35	99.80	275.62
11303274	19.74	-169.21	106.61	276.65
11303554	39.48	-189.77	131.56	281.75
11303835	48.59	-199.26	131.56	283.70
11304113	69.85	-227.72	117.95	287.05
11304390	72.88	-243.53	127.02	286.66
11304668	106.29	-259.35	131.56	292.29
11304947	110.85	-273.58	129.29	292.06
11305226	129.07	-295.72	115.68	293.58
11305504	138.18	-279.91	111.14	296.27
11305786	167.03	-281.49	104.34	300.68
11306065	201.96	-283.07	83.92	305.51
11306343	203.47	-284.65	99.80	305.56
11306616	197.40	-275.16	108.87	305.66
11306894	209.55	-278.33	104.34	306.98
11307171	218.66	-290.98	86.19	306.92
11307452	223.21	-295.72	83.92	307.05
11307731	235.36	-289.40	83.92	309.12
11308010	247.51	-270.42	88.46	312.47
11308290	279.40	-268.84	72.58	316.10
11308569	262.70	-232.47	79.39	318.49
11308848	305.21	-204.00	70.32	326.24
11309125	285.47	-205.58	77.12	324.24
11309414	285.47	-173.95	77.12	328.64
11309693	273.32	-151.81	49.90	330.95
11309973	274.84	-159.72	83.92	329.84
11310253	268.77	-121.77	47.63	335.63
11310532	274.84	-143.91	79.39	332.36
11310813	279.40	-129.67	68.05	335.10
11311095	262.70	-143.91	70.32	331.29
11311371	268.77	-128.09	70.32	334.52
11311651	262.70	-137.58	88.46	332.36
11311932	277.88	-156.56	65.78	330.60
11312211	283.95	-159.72	56.71	330.64
11312486	274.84	-140.74	56.71	332.88
11312765	268.77	-118.61	70.32	336.19
11313042	280.92	-102.79	34.02	339.90
11313323	274.84	-102.79	43.10	339.49
11313602	261.18	-91.72	54.44	340.65
11313882	268.77	-83.81	61.24	342.68
11314160	283.95	-83.81	56.71	343.55
11314434	283.95	-71.16	38.56	345.93
11314716	279.40	-56.93	27.22	348.48
11314997	305.21	-39.54	11.34	352.62
11315276	293.06	-30.05	-15.88	354.15
11315556	290.03	7.91	-20.41	1.56
11315835	247.51	49.02	-20.41	11.20
11316112	229.29	68.00	-20.41	16.52
11316389	195.88	80.65	-24.95	22.38
11316670	163.99	60.09	-9.07	20.12
11316947	127.55	85.39	-9.07	33.80
11317225	112.37	60.09	13.61	28.14
11317504	89.59	61.67	6.81	34.54
11317782	82.00	44.28	22.68	28.37
11318061	62.26	45.86	38.56	36.38
11318342	68.33	42.70	29.49	32.00
11318622	54.66	18.98	31.76	19.14
11318900	48.59	28.46	40.83	30.36
11319180	74.40	20.56	38.56	15.44
11319457	66.81	31.63	45.37	25.33
11319735	51.63	34.79	31.76	33.97
11320014	34.92	33.21	29.49	43.56
11320296	18.22	22.14	36.29	50.55
11320574	16.70	4.74	43.10	15.85
11320852	-7.59	-20.56	74.85	249.73
11321129	-4.56	-30.05	47.63	261.37
11321407	-16.71	-68.00	70.32	256.20
11321688	1.52	-86.98	88.46	271.00
11321966	21.26	-91.72	108.87	283.05
11322248	12.15	-113.86	90.73	276.09
11322527	6.07	-161.30	99.80	272.16
11322806	10.63	-210.33	129.29	272.89
11323084	33.40	-215.07	136.09	278.83
11323362	47.07	-264.09	115.68	280.11
11323651	53.14	-270.42	120.22	281.12
11323928	65.29	-279.91	111.14	283.13
11324206	103.25	-303.63	136.09	288.78
11324482	101.74	-302.05	111.14	288.61
11324761	126.03	-308.37	106.61	292.23
11325040	156.40	-286.23	102.07	298.65
11325319	179.18	-287.81	122.48	301.90
11325597	192.85	-270.42	111.14	305.49
11325879	198.92	-283.07	111.14	305.10
11326158	194.36	-284.65	108.87	304.33
11326436	186.77	-292.56	124.75	302.55
11326715	189.81	-286.23	97.53	303.55
11326995	160.96	-338.42	104.34	295.44
11327276	156.40	-289.40	124.75	298.39
11327551	174.62	-295.72	97.53	300.56
11327828	159.44	-305.21	106.61	297.58
11328108	182.22	-294.14	104.34	301.78
11328388	179.18	-278.33	122.48	302.77
11328667	191.33	-306.79	99.80	301.95
11328947	223.21	-267.26	102.07	309.87
11329226	241.44	-286.23	79.39	310.15
11329508	238.40	-257.77	102.07	312.76
11329787	258.14	-215.07	81.66	320.20
11330067	279.40	-234.05	58.97	320.05
11330347	291.55	-202.42	72.58	325.23
11330625	293.06	-200.84	47.63	325.58
11330903	299.14	-175.54	56.71	329.60
11331184	294.58	-148.65	58.97	333.22
11331463	302.18	-137.58	52.17	335.52
11331742	283.95	-118.61	47.63	337.33
11332023	286.99	-112.28	29.49	338.63
11332302	280.92	-83.81	47.63	343.39
11332582	288.51	-110.70	58.97	339.01
11332862	273.32	-94.88	72.58	340.86
11333145	279.40	-120.19	54.44	336.72
11333426	282.44	-117.02	49.90	337.49
11333705	286.99	-118.61	47.63	337.55
11333986	293.06	-68.00	29.49	346.94
11334265	277.88	-83.81	29.49	343.22
11334545	267.25	-28.47	40.83	353.92
11334827	253.58	-33.21	56.71	352.54
11335106	244.47	1.58	24.95	0.37
11335386	215.62	12.65	27.22	3.36
11335665	182.22	41.11	9.07	12.72
11335944	188.29	37.95	22.68	11.40
11336221	194.36	47.44	22.68	13.72
11336501	179.18	47.44	18.15	14.83
11336781	188.29	31.63	27.22	9.53
11337055	177.66	55.35	15.88	17.30
11337332	189.81	36.37	24.95	10.85
11337612	204.99	55.35	-2.27	15.11
11337890	180.70	33.21	43.10	10.41
11338170	173.10	47.44	18.15	15.33
11338448	144.25	58.51	6.81	22.08
11338729	115.40	72.74	13.61	32.22
11339006	66.81	85.39	-9.07	51.96
11339284	51.63	56.93	13.61	47.80
11339563	28.85	20.56	24.95	35.47
11339841	21.26	15.81	36.29	36.65
11340120	12.15	-9.49	45.37	322.00
11340397	12.15	-34.79	68.05	289.24
11340678	18.22	-63.26	95.27	286.07
11340957	12.15	-98.05	90.73	277.06
11341237	15.18	-123.35	99.80	277.02
11341516	19.74	-153.40	142.90	277.33
11341797	24.29	-158.14	145.17	278.73
11342075	51.63	-196.09	149.70	284.75
11342357	51.63	-205.58	136.09	284.10
11342636	82.00	-262.51	131.56	287.35
11342916	112.37	-281.49	117.95	291.76
11343193	168.55	-308.37	111.14	298.66
11343471	204.99	-305.21	115.68	303.89
11343751	258.14	-262.51	72.58	314.52
11344030	282.44	-246.70	58.97	318.86
11344311	309.77	-205.58	54.44	326.43
11344589	321.92	-180.28	49.90	330.75
11344868	337.10	-164.47	22.68	333.99
11345147	327.99	-154.98	13.61	334.71
11345426	314.32	-153.40	38.56	333.99
11345704	324.95	-145.49	45.37	335.88
11345985	306.73	-177.12	54.44	330.00
11346263	280.92	-185.02	70.32	326.63
11346542	264.21	-192.93	86.19	323.86
11346822	249.03	-215.07	86.19	319.18
11347101	217.14	-219.81	111.14	314.65
11347381	201.96	-245.12	115.68	309.49
11347661	162.48	-241.95	138.36	303.88
11347938	113.88	-264.09	156.51	293.33
11348214	66.81	-262.51	122.48	284.28
11348493	47.07	-260.93	115.68	280.23
11348770	31.89	-235.63	124.75	277.71
11349047	-22.78	-232.47	111.14	264.40
11349325	-30.37	-218.23	117.95	262.08
11349607	-28.85	-238.79	111.14	263.11
11349886	-47.08	-267.26	97.53	260.01
11350165	-50.11	-273.58	106.61	259.62
11350445	-33.41	-281.49	113.41	263.23
11350723	-31.89	-289.40	93.00	263.71
11351001	-12.15	-303.63	99.80	267.71
11351281	-3.04	-319.44	95.27	269.45
11351560	30.37	-328.93	99.80	275.27
11351839	65.29	-355.81	102.07	280.40
11352118	119.96	-324.19	124.75	290.31
11352396	162.48	-295.72	124.75	298.79
11352676	177.66	-283.07	106.61	302.11
11352954	201.96	-248.28	124.75	309.13
11353236	197.40	-234.05	127.02	310.15
11353513	197.40	-237.21	113.41	309.77
11353792	189.81	-238.79	115.68	308.48
11354073	174.62	-238.79	120.22	306.18
11354351	159.44	-276.74	120.22	299.95
11354632	168.55	-295.72	106.61	299.68
11354914	170.07	-287.81	122.48	300.58
11355195	192.85	-298.88	93.00	302.83
11355474	189.81	-298.88	93.00	302.42
11355754	201.96	-286.23	88.46	305.21
11356034	217.14	-267.26	120.22	309.09
11356313	232.33	-260.93	88.46	311.68
11356593	229.29	-254.60	102.07	312.01
11356874	256.62	-216.65	83.92	319.83
11357155	276.36	-192.93	63.51	325.08
11357434	279.40	-173.95	77.12	328.09
11357714	290.03	-188.19	52.17	327.02
11357993	283.95	-147.07	61.24	332.62
11358274	296.10	-147.07	56.71	333.59
11358556	288.51	-158.14	63.51	331.27
11358835	305.21	-134.42	29.49	336.23
11359122	311.29	-121.77	24.95	338.64
11359395	338.62	-118.61	20.42	340.70
11359676	321.92	-98.05	9.07	343.06
11359955	303.69	-34.79	-22.68	353.46
11360233	296.10	-17.40	-2.27	356.64
11360513	264.21	31.63	-9.07	6.83
11360791	252.07	28.46	-31.75	6.44
11361071	232.33	68.00	-34.02	16.31
11361350	218.66	60.09	-4.53	15.37
11361629	194.36	72.74	-22.68	20.52
11361905	160.96	101.21	-45.36	32.16
11362186	147.29	80.65	-24.95	28.70
11362463	104.77	77.49	-24.95	36.49
11362742	82.00	69.58	9.07	40.32
11363020	72.88	56.93	9.07	37.99
11363297	42.52	34.79	31.76	39.29
11363575	28.85	17.39	38.56	31.09
11363854	25.81	-4.75	52.17	349.58
11364135	7.59	-33.21	65.78	282.87
11364415	-6.08	-56.93	86.19	263.91
11364694	3.03	-60.09	72.58	272.89
11364973	-24.30	-85.40	81.66	254.12
11365253	-6.08	-94.88	99.80	266.34
11365530	-15.19	-129.67	104.34	263.32
11365810	-15.19	-142.33	99.80	263.91
11366089	-6.08	-167.63	104.34	267.92
11366368	-9.11	-167.63	113.41	266.89
11366646	-34.93	-181.86	93.00	259.13
11366924	-28.85	-197.67	106.61	261.70
11367201	-54.67	-218.23	104.34	255.94
11367481	-47.08	-238.79	93.00	258.85
11367762	-68.33	-219.81	106.61	252.73
11368042	-101.74	-213.49	65.78	244.52
11368322	-94.15	-215.07	63.51	246.36
11368601	-107.81	-162.88	52.17	236.50
11368881	-103.26	-161.30	72.58	237.37
11369160	-97.19	-158.14	58.97	238.43
11369440	-82.00	-173.95	68.05	244.76
11369722	-80.48	-159.72	74.85	243.26
11370002	-51.63	-167.63	81.66	252.88
11370280	-37.96	-185.02	97.53	258.40
11370559	-30.37	-215.07	108.87	261.96
11370838	-9.11	-208.74	108.87	267.50
11371116	30.37	-256.19	108.87	276.76
11371397	51.63	-268.84	117.95	280.87
11371676	82.00	-249.86	131.56	288.17
11371955	122.99	-279.91	124.75	293.72
11372233	135.14	-289.40	133.82	295.03
11372512	165.51	-276.74	124.75	300.88
11372791	170.07	-294.14	104.34	300.04
11373071	211.07	-273.58	106.61	307.65
11373351	255.10	-246.70	86.19	315.96
11373631	280.92	-267.26	70.32	316.43
11373910	293.06	-210.33	65.78	324.33
11374189	309.77	-202.42	49.90	326.84
11374469	323.43	-204.00	47.63	327.76
11374748	314.32	-222.98	38.56	324.65
11375030	335.58	-181.86	20.42	331.55
11375310	352.29	-183.44	9.07	332.49
11375589	367.47	-123.35	-27.22	341.44
11375868	359.88	-77.49	-20.41	347.85
11376146	327.99	-25.30	-45.36	355.59
11376425	303.69	6.32	-31.75	1.19
11376703	259.66	39.53	-20.41	8.66
11376984	220.18	64.84	-20.41	16.41
11377262	198.92	42.70	2.27	12.11
11377541	191.33	34.79	22.68	10.31
11377819	195.88	11.07	43.10	3.23
11378093	208.03	4.74	24.95	1.31
11378372	195.88	11.07	52.17	3.23
11378655	185.25	9.49	31.76	2.93
11378934	206.51	-0.00	45.37	360.00
11379214	220.18	7.91	24.95	2.06
11379491	223.21	1.58	20.42	0.41
11379771	204.99	39.53	11.34	10.92
11380049	160.96	34.79	22.68	12.20
11380328	126.03	80.65	15.88	32.62
11380608	60.74	88.56	-4.53	55.56
11380886	24.29	56.93	18.15	66.89
11381163	-19.74	45.86	20.42	113.29
11381440	-19.74	26.88	11.34	126.29
11381719	-33.41	-0.00	18.15	180.00
11381998	-25.82	-14.23	52.17	208.87
11382278	-39.48	-22.14	63.51	209.28
11382559	-22.78	-7.91	43.10	199.14
11382839	-24.30	-25.30	49.90	226.16
11383118	-19.74	-30.05	56.71	236.69
11383396	-15.19	-28.47	49.90	241.92
11383675	-39.48	-47.44	49.90	230.23
11383955	-37.96	-39.54	65.78	226.16
11384237	-27.34	-98.05	95.27	254.42
11384516	-24.30	-88.56	90.73	254.66
11384796	-15.19	-113.86	99.80	262.40
11385075	-10.63	-137.58	115.68	265.58
11385355	-3.04	-158.14	117.95	268.90
11385634	-9.11	-164.47	113.41	266.83
11385913	28.85	-204.00	133.82	278.05
11386193	57.70	-240.37	131.56	283.50
11386471	53.14	-235.63	142.90	282.71
11386749	68.33	-245.12	129.29	285.58
11387028	86.55	-267.26	129.29	287.94
11387308	88.07	-281.49	113.41	287.37
11387587	95.66	-317.86	138.36	286.75
11387869	118.44	-322.60	104.34	290.16
11388148	147.29	-340.00	93.00	293.42
11388428	191.33	-319.44	95.27	300.92
11388706	204.99	-324.19	83.92	302.31
11388984	226.25	-286.23	97.53	308.32
11389262	242.95	-294.14	81.66	309.56
11389542	241.44	-273.58	83.92	311.43
11389824	241.44	-267.26	111.14	312.09
11390103	229.29	-279.91	88.46	309.32
11390383	201.96	-276.74	102.07	306.12
11390664	214.10	-267.26	120.22	308.70
11390945	198.92	-260.93	106.61	307.32
11391223	200.44	-275.16	104.34	306.07
11391506	198.92	-254.60	97.53	308.00
11391785	191.33	-256.19	131.56	306.75
11392066	191.33	-272.00	122.48	305.12
11392346	183.73	-267.26	93.00	304.51
11392626	197.40	-259.35	117.95	307.28
11392907	201.96	-254.60	124.75	308.42
11393186	208.03	-276.74	106.61	306.93
11393469	242.95	-262.51	81.66	312.78
11393750	252.07	-253.02	86.19	314.89
11394030	270.29	-208.74	72.58	322.32
11394311	321.92	-196.09	45.37	328.65
11394596	324.95	-154.98	22.68	334.50
11394877	349.25	-136.00	22.68	338.72
11395160	329.51	-86.98	-11.34	345.21
11395438	329.51	-77.49	-11.34	346.77
11395718	320.40	-49.02	-15.88	351.30
11395996	335.58	-33.21	-11.34	354.35
11396274	311.29	-7.91	-29.48	358.54
11396552	302.18	1.58	-15.88	0.30
11396832	282.44	12.65	-13.61	2.56
11397113	249.03	28.46	-22.68	6.52
11397392	236.88	56.93	-9.07	13.51
11397670	203.47	53.77	-22.68	14.80
11397948	189.81	52.18	20.42	15.37
11398226	171.59	45.86	6.81	14.96
11398506	148.81	53.77	18.15	19.87
11398787	126.03	26.88	43.10	12.04
11399066	106.29	41.11	40.83	21.15
11399345	85.03	34.79	49.90	22.25
11399623	53.14	33.21	29.49	32.00
11399901	66.81	31.63	40.83	25.33
11400179	62.26	33.21	24.95	28.08
11400458	31.89	1.58	38.56	2.84
11400738	21.26	-0.00	54.44	360.00
11401017	4.55	-30.05	65.78	278.62
11401293	-10.63	-33.21	61.24	252.25
11401572	-33.41	-56.93	68.05	239.59
11401850	-47.08	-83.81	70.32	240.68
11402129	-66.82	-88.56	72.58	232.97
11402407	-72.89	-104.37	72.58	235.07
11402689	-78.96	-110.70	68.05	234.50
11402969	-80.48	-115.44	88.46	235.12
11403247	-85.04	-117.02	63.51	234.00
11403526	-83.52	-112.28	70.32	233.36
11403805	-68.33	-150.23	83.92	245.54
11404085	-44.04	-140.74	74.85	252.63
11404366	-47.08	-175.54	93.00	254.99
11404646	-19.74	-197.67	115.68	264.30
11404924	-12.15	-218.23	117.95	266.81
11405203	12.15	-237.21	117.95	272.93
11405481	36.44	-265.67	127.02	277.81
11405758	51.63	-253.02	127.02	281.53
11406038	82.00	-265.67	122.48	287.15
11406318	101.74	-270.42	151.97	290.62
11406597	139.70	-284.65	117.95	296.14
11406875	160.96	-265.67	131.56	301.21
11407154	192.85	-260.93	106.61	306.47
11407432	209.55	-249.86	113.41	309.99
11407711	221.70	-259.35	108.87	310.52
11407990	256.62	-267.26	97.53	313.84
11408270	283.95	-260.93	70.32	317.42
11408549	302.18	-267.26	38.56	318.51
11408829	338.62	-232.47	24.95	325.53
11409108	352.29	-164.47	9.07	334.97
11409388	370.51	-145.49	-27.22	338.56
11409668	356.84	-71.16	-20.41	348.72
11409948	355.32	-44.28	-45.36	352.90
11410226	320.40	1.58	-52.17	0.28
11410504	262.70	14.23	-2.27	3.10
11410783	258.14	47.44	-18.14	10.41
11411061	221.70	9.49	22.68	2.45
11411340	218.66	28.46	-4.53	7.42
11411621	212.59	-12.65	49.90	356.59
11411899	195.88	-26.88	65.78	352.18
11412177	179.18	-50.61	72.58	344.23
11412457	177.66	-36.37	47.63	348.43
11412738	165.51	-77.49	93.00	334.91
11413017	182.22	-79.07	117.95	336.54
11413298	203.47	-101.21	104.34	333.55
11413574	188.29	-120.19	108.87	327.45
11413853	188.29	-180.28	122.48	316.25
11414131	208.03	-169.21	129.29	320.88
11414412	215.62	-205.58	122.48	316.37
11414691	229.29	-219.81	102.07	316.21
11414965	242.95	-215.07	81.66	318.48
11415247	265.73	-219.81	88.46	320.40
11415528	290.03	-197.67	70.32	325.72
11415809	315.84	-164.47	54.44	332.49
11416088	335.58	-159.72	15.88	334.55
11416369	337.10	-123.35	0.00	339.90
11416649	358.36	-69.58	-31.75	349.01
11416928	355.32	-6.33	-49.90	358.98
11417209	312.81	41.11	-54.43	7.49
11417487	261.18	88.56	-86.19	18.73
11417764	195.88	105.95	-43.09	28.41
11418043	208.03	115.44	-65.78	29.03
11418321	195.88	74.32	-29.48	20.78
11418600	183.73	68.00	-15.88	20.31
11418878	170.07	66.42	9.07	21.33
11419160	129.07	49.02	15.88	20.80
11419438	113.88	33.21	34.02	16.26
11419716	82.00	25.30	58.97	17.15
11419996	66.81	3.16	63.51	2.71
11420273	48.59	3.16	54.44	3.72
11420551	22.77	1.58	65.78	3.97
11420830	-7.59	-14.23	56.71	241.92
11421109	-45.56	-50.61	81.66	228.01
11421388	-33.41	-28.47	49.90	220.43
11421668	-60.74	-63.26	54.44	226.16
11421946	-56.19	-68.00	83.92	230.43
11422226	-75.93	-82.23	31.76	227.28
11422505	-91.11	-63.26	36.29	214.77
11422788	-95.67	-55.35	43.10	210.05
11423068	-75.93	-60.09	45.37	218.36
11423347	-53.15	-39.54	38.56	216.64
11423627	-47.08	-36.37	47.63	217.69
11423905	-22.78	-55.35	79.39	247.63
11424183	-15.19	-56.93	77.12	255.06
11424462	-7.59	-80.65	97.53	264.62
11424744	-13.67	-121.77	102.07	263.60
11425024	10.63	-156.56	138.36	273.88
11425302	10.63	-188.19	111.14	273.23
11425582	34.92	-219.81	142.90	279.03
11425860	42.52	-208.74	131.56	281.51
11426138	69.85	-237.21	127.02	286.41
11426425	78.96	-246.70	117.95	287.75
11426704	91.11	-268.84	145.17	288.72
11426983	94.14	-278.33	140.63	288.69
11427262	83.51	-283.07	120.22	286.44
11427542	88.07	-309.95	122.48	285.86
11427820	95.66	-317.86	124.75	286.75
11428099	65.29	-305.21	120.22	282.08
11428379	77.44	-302.05	106.61	284.38
11428658	68.33	-327.35	124.75	281.79
11428937	57.70	-341.58	90.73	279.59
11429217	78.96	-332.09	99.80	283.37
11429501	82.00	-325.77	136.09	284.13
11429781	104.77	-327.35	102.07	287.75
11430062	133.62	-303.63	127.02	293.75
11430340	154.88	-338.42	122.48	294.59
11430620	191.33	-294.14	95.27	303.04
11430898	241.44	-289.40	83.92	309.84
11431178	285.47	-259.35	68.05	317.75
11431456	302.18	-226.14	61.24	323.19
11431739	326.47	-147.07	24.95	335.75
11432018	335.58	-137.58	29.49	337.71
11432298	324.95	-85.40	9.07	345.28
11432576	318.88	-85.40	13.61	345.01
11432854	320.40	-64.84	-2.27	348.56
11433134	308.25	-61.68	11.34	348.69
11433413	309.77	-85.40	4.54	344.59
11433690	317.36	-74.33	29.49	346.82
11433968	317.36	-39.54	11.34	352.90
11434247	308.25	-11.07	-29.48	357.94
11434525	277.88	7.91	2.27	1.63
11434804	242.95	53.77	-49.90	12.48
11435081	215.62	66.42	-22.68	17.12
11435359	176.14	82.23	-27.22	25.03
11435638	142.74	60.09	18.15	22.83
11435917	126.03	64.84	24.95	27.22
11436195	119.96	64.84	24.95	28.39
11436475	130.59	50.60	22.68	21.18
11436754	119.96	36.37	43.10	16.87
11437032	110.85	39.53	61.24	19.63
11437313	132.11	26.88	29.49	11.50
11437592	150.33	17.39	34.02	6.60
11437872	177.66	20.56	47.63	6.60
11438151	174.62	-7.91	56.71	357.41
11438431	142.74	28.46	40.83	11.28
11438709	89.59	17.39	65.78	10.99
11438988	27.33	44.28	27.22	58.32
11439268	-37.96	-14.23	34.02	200.55
11439546	-65.30	-86.98	83.92	233.10
11439824	-89.59	-109.12	61.24	230.61
11440102	-109.33	-123.35	58.97	228.45
11440381	-110.85	-137.58	61.24	231.14
11440661	-132.11	-109.12	38.56	219.56
11440941	-124.52	-53.77	13.61	203.36
11441223	-126.04	-17.40	-2.27	187.86
11441504	-101.74	4.74	-15.88	177.33
11441782	-71.37	20.56	-6.80	163.93
11442061	-51.63	41.11	-18.14	141.47
11442337	3.03	63.25	-4.53	87.25
11442617	13.66	45.86	29.49	73.41
11442898	48.59	28.46	63.51	30.36
11443177	54.66	22.14	45.37	22.05
11443457	57.70	-6.33	77.12	353.74
11443735	45.55	-18.98	68.05	337.38
11444013	27.33	-22.14	81.66	320.99
11444291	10.63	-61.68	83.92	279.78
11444569	-4.56	-90.14	97.53	267.11
11444850	-6.08	-113.86	104.34	266.95
11445129	-4.56	-147.07	111.14	268.22
11445408	24.29	-173.95	113.41	277.95
11445687	34.92	-197.67	133.82	280.02
11445963	31.89	-238.79	133.82	277.61
11446244	62.26	-270.42	142.90	282.96
11446522	54.66	-272.00	131.56	281.36
11446800	98.70	-302.05	129.29	288.10
11447079	129.07	-311.53	115.68	292.50
11447358	163.99	-306.79	108.87	298.13
11447636	171.59	-292.56	102.07	300.39
11447915	201.96	-298.88	111.14	304.05
11448195	208.03	-276.74	93.00	306.93
11448476	239.92	-275.16	81.66	311.09
11448755	235.36	-273.58	97.53	310.71
11449034	232.33	-283.07	93.00	309.38
11449313	244.47	-279.91	102.07	311.13
11449593	218.66	-272.00	90.73	308.80
11449871	223.21	-260.93	111.14	310.55
11450151	221.70	-290.98	90.73	307.30
11450431	242.95	-262.51	99.80	312.78
11450711	264.21	-262.51	86.19	315.19
11450989	262.70	-229.30	70.32	318.88
11451269	252.07	-183.44	99.80	323.95
11451548	270.29	-189.77	68.05	324.93
11451828	282.44	-173.95	63.51	328.37
11452110	309.77	-139.16	40.83	335.81
11452391	311.29	-150.23	43.10	334.24
11452670	308.25	-102.79	43.10	341.56
11452951	312.81	-63.26	31.76	348.57
11453231	315.84	-56.93	4.54	349.78
11453510	306.73	-37.95	27.22	352.95
11453793	274.84	-26.88	11.34	354.41
11454072	265.73	-23.72	20.42	354.90
11454352	262.70	-14.23	-2.27	356.90
11454631	258.14	9.49	-4.53	2.10
11454909	252.07	9.49	0.00	2.16
11455186	235.36	30.05	24.95	7.27
11455466	206.51	47.44	18.15	12.94
11455747	191.33	34.79	27.22	10.31
11456036	176.14	66.42	18.15	20.66
11456315	157.92	60.09	0.00	20.83
11456594	138.18	61.67	15.88	24.05
11456872	118.44	60.09	18.15	26.90
11457149	92.63	61.67	15.88	33.66
11457427	56.18	58.51	20.42	46.16
11457708	54.66	31.63	31.76	30.05
11457987	47.07	7.91	43.10	9.53
11458265	24.29	34.79	49.90	55.07
11458543	22.77	7.91	56.71	19.14
11458821	6.07	-6.33	40.83	313.82
11459099	-13.67	-4.75	56.71	199.15
11459378	-31.89	-36.37	79.39	228.76
11459659	-24.30	-31.63	81.66	232.47
11459939	-25.82	-58.51	79.39	246.19
11460216	-34.93	-83.81	79.39	247.38
11460496	-47.08	-102.79	83.92	245.39
11460774	-22.78	-115.44	102.07	258.84
11461054	-21.26	-148.65	104.34	261.86
11461336	-21.26	-167.63	117.95	262.77
11461614	-6.08	-189.77	131.56	268.17
11461893	1.52	-213.49	106.61	270.41
11462170	1.52	-238.79	124.75	270.36
11462448	13.66	-251.44	138.36	273.11
11462727	30.37	-246.70	145.17	277.02
11463006	18.22	-256.19	122.48	274.07
11463287	36.44	-268.84	122.48	277.72
11463565	51.63	-278.33	127.02	280.51
11463843	56.18	-283.07	120.22	281.23
11464121	85.03	-297.30	127.02	285.96
11464398	119.96	-292.56	142.90	292.30
11464677	139.70	-300.46	104.34	294.94
11464958	150.33	-295.72	120.22	296.95
11465237	168.55	-292.56	120.22	299.95
11465517	201.96	-279.91	129.29	305.81
11465796	230.81	-284.65	90.73	309.04
11466074	232.33	-279.91	93.00	309.69
11466353	233.84	-259.35	113.41	312.04
11466633	253.58	-270.42	102.07	313.16
11466913	268.77	-238.79	79.39	318.38
11467193	274.84	-210.33	70.32	322.57
11467472	279.40	-205.58	81.66	323.65
11467751	274.84	-185.02	70.32	326.05
11468030	296.10	-153.40	56.71	332.61
11468310	294.58	-148.65	45.37	333.22
11468594	294.58	-151.81	77.12	332.74
11468873	303.69	-151.81	40.83	333.44
11469154	306.73	-170.79	54.44	330.89
11469434	323.43	-147.07	34.02	335.55
11469715	317.36	-112.28	2.27	340.52
11469996	308.25	-74.33	29.49	346.44
11470275	300.66	-56.93	9.07	349.28
11470557	296.10	-39.54	20.42	352.39
11470836	276.36	-28.47	40.83	354.12
11471117	249.03	-28.47	22.68	353.48
11471396	259.66	-33.21	34.02	352.71
11471676	233.84	-41.12	40.83	350.03
11471955	232.33	-23.72	70.32	354.17
11472238	214.10	-14.23	43.10	356.20
11472518	238.40	-17.40	43.10	355.83
11472798	230.81	9.49	40.83	2.35
11473077	236.88	-6.33	54.44	358.47
11473356	236.88	-12.65	54.44	356.94
11473637	230.81	12.65	22.68	3.14
11473914	229.29	20.56	11.34	5.12
11474195	201.96	45.86	2.27	12.79
11474473	180.70	58.51	-15.88	17.94
11474753	150.33	83.81	-2.27	29.14
11475032	116.92	83.81	2.27	35.63
11475310	113.88	80.65	2.27	35.31
11475587	86.55	80.65	-6.80	42.98
11475860	91.11	66.42	0.00	36.09
11476141	88.07	72.74	-9.07	39.56
11476420	77.44	42.70	34.02	28.87
11476698	72.88	53.77	31.76	36.42
11476976	36.44	18.98	49.90	27.51
11477255	25.81	11.07	52.17	23.21
11477534	16.70	4.74	43.10	15.85
11477816	13.66	1.58	65.78	6.60
11478095	15.18	9.49	49.90	32.00
11478374	13.66	26.88	43.10	63.06
11478653	12.15	28.46	27.22	66.89
11478931	39.48	37.95	13.61	43.87
11479209	19.74	23.72	34.02	50.23
11479489	16.70	36.37	11.34	65.34
11479770	25.81	49.02	20.42	62.23
11480048	18.22	60.09	9.07	73.13
11480327	19.74	52.18	20.42	69.28
11480604	-12.15	37.95	36.29	107.75
11480883	-12.15	25.30	13.61	115.65
11481162	-15.19	41.11	4.54	110.27
11481441	-9.11	25.30	31.76	109.81
11481722	-4.56	33.21	6.81	97.81
11482001	-4.56	45.86	24.95	95.68
11482280	24.29	31.63	13.61	52.47
11482560	42.52	41.11	31.76	44.04
11482839	56.18	42.70	24.95	37.23
11483116	66.81	34.79	58.97	27.51
11483396	34.92	-1.58	61.24	357.41
11483675	31.89	-4.75	65.78	351.54
11483954	22.77	-7.91	74.85	340.85
11484231	-0.00	-56.93	86.19	270.00
11484511	12.15	-79.07	99.80	278.73
11484788	3.03	-107.54	113.41	271.62
11485068	-4.56	-131.26	102.07	268.01
11485347	4.55	-150.23	138.36	271.74
11485627	15.18	-208.74	136.09	274.16
11485906	53.14	-210.33	170.12	284.18
11486186	53.14	-232.47	124.75	282.88
11486465	75.92	-256.19	140.63	286.51
11486743	71.37	-270.42	124.75	284.78
