Time_in_ms	MagX	MagY	MagZ	Bearing
185078	-22.78	-153.40	111.14	261.55
185349	-25.82	-156.56	93.00	260.64
185625	-41.00	-159.72	93.00	255.60
185902	-22.78	-162.88	111.14	262.04
186178	-31.89	-159.72	102.07	258.71
186454	-15.19	-164.47	104.34	264.72
186724	-22.78	-153.40	115.68	261.55
186999	-30.37	-170.79	104.34	259.92
187279	-28.85	-159.72	120.22	259.76
187553	-34.93	-166.05	129.29	258.12
187830	-47.08	-150.23	111.14	252.60
188105	-28.85	-153.40	120.22	259.35
188382	-37.96	-147.07	106.61	255.53
188656	-34.93	-150.23	102.07	256.91
188933	-41.00	-143.91	106.61	254.10
189209	-44.04	-162.88	102.07	254.87
189486	-37.96	-140.74	106.61	254.90
189761	-39.48	-161.30	104.34	256.25
190036	-39.48	-151.81	104.34	255.42
190311	-37.96	-156.56	106.61	256.37
190587	-41.00	-150.23	106.61	254.73
190865	-30.37	-148.65	108.87	258.45
191141	-30.37	-148.65	113.41	258.45
191416	-39.48	-154.98	108.87	255.71
191692	-30.37	-158.14	113.41	259.13
191967	-39.48	-148.65	95.27	255.13
192243	-51.63	-151.81	108.87	251.22
192519	-39.48	-148.65	113.41	255.13
192797	-50.11	-150.23	111.14	251.55
193073	-48.59	-142.33	104.34	251.15
193348	-36.45	-148.65	117.95	256.22
193624	-42.52	-151.81	108.87	254.35
193899	-37.96	-162.88	97.53	256.88
194176	-39.48	-151.81	117.95	255.42
194451	-42.52	-148.65	117.95	254.04
194731	-47.08	-143.91	106.61	251.89
195006	-33.41	-151.81	127.02	257.59
195282	-30.37	-161.30	113.41	259.34
195558	-50.11	-140.74	115.68	250.40
195834	-27.34	-145.49	108.87	259.36
196111	-41.00	-153.40	97.53	255.04
196388	-31.89	-143.91	102.07	257.50
196664	-36.45	-145.49	108.87	255.94
196940	-36.45	-148.65	108.87	256.22
197215	-33.41	-145.49	131.56	257.07
197491	-37.96	-162.88	106.61	256.88
197767	-44.04	-156.56	115.68	254.29
198043	-41.00	-159.72	97.53	255.60
198321	-47.08	-143.91	115.68	251.89
198597	-34.93	-147.07	106.61	256.64
198872	-41.00	-153.40	115.68	255.04
199148	-39.48	-151.81	108.87	255.42
199422	-30.37	-142.33	108.87	257.95
199699	-33.41	-151.81	113.41	257.59
199977	-44.04	-143.91	111.14	252.98
200254	-45.56	-151.81	113.41	253.30
200530	-30.37	-148.65	117.95	258.45
200807	-36.45	-148.65	113.41	256.22
201082	-33.41	-151.81	108.87	257.59
201359	-45.56	-148.65	113.41	252.96
201635	-33.41	-151.81	113.41	257.59
201913	-24.30	-154.98	104.34	261.09
202189	-42.52	-145.49	99.80	253.71
202464	-34.93	-156.56	120.22	257.42
202740	-30.37	-139.16	108.87	257.69
203016	-42.52	-154.98	131.56	254.66
203295	-30.37	-161.30	104.34	259.34
203574	-28.85	-153.40	88.46	259.35
203848	-30.37	-151.81	95.27	258.69
204125	-21.26	-148.65	99.80	261.86
204401	-31.89	-156.56	111.14	258.49
204677	-36.45	-158.14	122.48	257.02
204951	-44.04	-156.56	83.92	254.29
205228	-44.04	-153.40	97.53	253.98
205505	-37.96	-150.23	102.07	255.82
205780	-33.41	-161.30	113.41	258.30
206056	-53.15	-147.07	93.00	250.13
206331	-27.34	-154.98	108.87	260.00
206602	-24.30	-145.49	104.34	260.52
206877	-31.89	-159.72	115.68	258.71
207154	-36.45	-154.98	108.87	256.77
207431	-48.59	-151.81	104.34	252.25
207707	-33.41	-161.30	95.27	258.30
207977	-44.04	-156.56	93.00	254.29
208252	-39.48	-154.98	99.80	255.71
208529	-36.45	-154.98	86.19	256.77
208804	-41.00	-150.23	120.22	254.73
209083	-37.96	-169.21	115.68	257.35
209357	-34.93	-159.72	102.07	257.66
209634	-42.52	-151.81	127.02	254.35
209903	-34.93	-147.07	120.22	256.64
210180	-28.85	-153.40	88.46	259.35
210455	-37.96	-150.23	83.92	255.82
210731	-37.96	-156.56	83.92	256.37
211009	-36.45	-154.98	99.80	256.77
211283	-33.41	-170.79	108.87	258.93
211560	-33.41	-154.98	99.80	257.83
211829	-34.93	-153.40	111.14	257.17
212105	-31.89	-147.07	115.68	257.77
212381	-44.04	-159.72	102.07	254.59
212658	-28.85	-150.23	97.53	259.13
212934	-30.37	-136.00	104.34	257.41
213210	-30.37	-151.81	113.41	258.69
213486	-42.52	-154.98	113.41	254.66
213762	-44.04	-140.74	106.61	252.63
214038	-39.48	-151.81	122.48	255.42
214313	-19.74	-150.23	129.29	262.51
214592	-41.00	-150.23	138.36	254.73
214867	-36.45	-151.81	122.48	256.50
215143	-15.19	-151.81	127.02	264.29
215418	-22.78	-159.72	133.82	261.88
215694	-16.71	-162.88	129.29	264.14
215964	-30.37	-167.63	136.09	259.73
216240	-33.41	-151.81	122.48	257.59
216518	-28.85	-172.37	120.22	260.50
216794	-39.48	-164.47	127.02	256.50
217069	-27.34	-164.47	145.17	260.56
217346	-22.78	-159.72	133.82	261.88
217622	-21.26	-145.49	122.48	261.69
217896	-27.34	-173.95	140.63	261.07
218175	-45.56	-145.49	113.41	252.61
218450	-47.08	-147.07	111.14	252.25
218727	-51.63	-154.98	95.27	251.57
219001	-41.00	-143.91	106.61	254.10
219277	-36.45	-142.33	99.80	255.64
219552	-44.04	-150.23	111.14	253.66
219829	-51.63	-136.00	104.34	249.21
220106	-51.63	-142.33	104.34	250.06
220382	-54.67	-148.65	122.48	249.81
220657	-36.45	-151.81	104.34	256.50
220933	-45.56	-148.65	113.41	252.96
221208	-45.56	-158.14	122.48	253.93
221484	-44.04	-147.07	88.46	253.33
221761	-42.52	-136.00	99.80	252.64
222036	-47.08	-137.58	79.39	251.11
222311	-31.89	-143.91	88.46	257.50
222586	-42.52	-139.16	104.34	253.01
222863	-44.04	-143.91	93.00	252.98
223138	-44.04	-137.58	93.00	252.25
223415	-56.19	-153.40	97.53	249.88
223693	-37.96	-137.58	115.68	254.57
223969	-33.41	-136.00	95.27	256.20
224244	-37.96	-140.74	97.53	254.90
224520	-33.41	-161.30	113.41	258.30
224795	-30.37	-161.30	117.95	259.34
225071	-37.96	-156.56	106.61	256.37
225347	-19.74	-166.05	129.29	263.22
225625	-22.78	-169.21	120.22	262.33
225900	-10.63	-166.05	147.43	266.34
226176	-24.30	-158.14	127.02	261.26
226452	-22.78	-156.56	129.29	261.72
226726	-15.19	-164.47	122.48	264.72
227002	-24.30	-158.14	127.02	261.26
227279	-24.30	-170.79	113.41	261.90
227556	-28.85	-153.40	111.14	259.35
227831	-21.26	-167.63	122.48	262.77
228108	-19.74	-159.72	111.14	262.95
228383	-53.15	-159.72	115.68	251.59
228659	-47.08	-140.74	111.14	251.51
228934	-56.19	-150.23	111.14	249.49
229223	-31.89	-147.07	120.22	257.77
229498	-41.00	-140.74	102.07	253.76
229774	-37.96	-143.91	106.61	255.22
230049	-39.48	-148.65	113.41	255.13
230325	-44.04	-150.23	102.07	253.66
230600	-36.45	-151.81	99.80	256.50
230878	-44.04	-147.07	97.53	253.33
231152	-37.96	-153.40	111.14	256.10
231429	-36.45	-151.81	95.27	256.50
231698	-34.93	-134.42	120.22	255.43
231973	-27.34	-148.65	95.27	259.58
232250	-36.45	-154.98	108.87	256.77
232525	-42.52	-145.49	136.09	253.71
232804	-34.93	-140.74	124.75	256.06
233075	-34.93	-162.88	111.14	257.90
233347	-33.41	-148.65	108.87	257.33
233621	-19.74	-156.56	97.53	262.81
233897	-34.93	-143.91	102.07	256.36
234172	-31.89	-172.37	120.22	259.52
234450	-42.52	-148.65	122.48	254.04
234727	-44.04	-153.40	115.68	253.98
235003	-45.56	-148.65	113.41	252.96
235279	-30.37	-136.00	95.27	257.41
235554	-31.89	-143.91	111.14	257.50
235829	-34.93	-134.42	106.61	255.43
236104	-39.48	-142.33	104.34	254.50
236389	-39.48	-136.00	108.87	253.81
236665	-25.82	-140.74	102.07	259.61
236942	-47.08	-134.42	106.61	250.70
237217	-44.04	-147.07	111.14	253.33
237492	-28.85	-150.23	133.82	259.13
237768	-27.34	-164.47	131.56	260.56
238044	-27.34	-164.47	113.41	260.56
238323	-21.26	-161.30	113.41	262.49
238599	-28.85	-159.72	115.68	259.76
238874	-25.82	-147.07	120.22	260.04
239150	-25.82	-166.05	124.75	261.16
239426	-18.22	-154.98	117.95	263.29
239700	-27.34	-158.14	113.41	260.19
239979	-15.19	-145.49	90.73	264.04
240256	-42.52	-170.79	127.02	256.02
240532	-36.45	-151.81	99.80	256.50
240807	-28.85	-150.23	97.53	259.13
241084	-30.37	-151.81	104.34	258.69
241359	-30.37	-154.98	95.27	258.91
241636	-28.85	-143.91	97.53	258.66
241913	-37.96	-162.88	115.68	256.88
242188	-31.89	-150.23	88.46	258.02
242464	-25.82	-169.21	115.68	261.33
242740	-36.45	-161.30	95.27	257.27
243015	-28.85	-156.56	97.53	259.56
243292	-34.93	-156.56	93.00	257.42
243570	-28.85	-159.72	93.00	259.76
243845	-28.85	-159.72	88.46	259.76
244121	-25.82	-156.56	102.07	260.64
244397	-33.41	-151.81	104.34	257.59
244672	-41.00	-153.40	106.61	255.04
244942	-44.04	-166.05	93.00	255.15
245218	-33.41	-161.30	86.19	258.30
245496	-31.89	-162.88	97.53	258.92
245772	-16.71	-166.05	106.61	264.25
246047	-42.52	-145.49	81.66	253.71
246323	-27.34	-173.95	86.19	261.07
246598	-21.26	-167.63	99.80	262.77
246875	-31.89	-162.88	74.85	258.92
247150	-33.41	-145.49	104.34	257.07
247428	-39.48	-154.98	99.80	255.71
247703	-28.85	-166.05	106.61	260.14
247979	-24.30	-158.14	104.34	261.26
248254	-30.37	-139.16	90.73	257.69
248524	-28.85	-159.72	102.07	259.76
248800	-31.89	-166.05	83.92	259.13
249078	-28.85	-143.91	115.68	258.66
249353	-24.30	-145.49	104.34	260.52
249629	-30.37	-158.14	95.27	259.13
249899	-37.96	-166.05	102.07	257.12
250174	-15.19	-145.49	104.34	264.04
250449	-21.26	-145.49	72.58	261.69
250725	-4.56	-147.07	88.46	268.22
251003	-22.78	-166.05	79.39	262.19
251279	-27.34	-142.33	86.19	259.13
251555	-25.82	-153.40	106.61	260.45
251831	-22.78	-166.05	97.53	262.19
252107	-25.82	-159.72	106.61	260.82
252383	-25.82	-156.56	102.07	260.64
252661	-25.82	-147.07	102.07	260.04
252937	-27.34	-151.81	86.19	259.79
253212	-44.04	-150.23	65.78	253.66
253487	-21.26	-154.98	108.87	262.19
253763	-13.67	-143.91	97.53	264.57
254039	-24.30	-154.98	99.80	261.09
254315	-34.93	-153.40	83.92	257.17
254592	-31.89	-156.56	88.46	258.49
254868	-22.78	-162.88	93.00	262.04
255142	-36.45	-164.47	86.19	257.51
255419	-33.41	-145.49	86.19	257.07
255694	-19.74	-153.40	79.39	262.67
255971	-31.89	-147.07	83.92	257.77
256246	-16.71	-147.07	70.32	263.52
256525	-33.41	-148.65	81.66	257.33
256800	-22.78	-156.56	93.00	261.72
257076	-19.74	-143.91	93.00	262.19
257351	-28.85	-150.23	88.46	259.13
257627	-33.41	-142.33	108.87	256.79
257901	-30.37	-158.14	113.41	259.13
258180	-36.45	-139.16	90.73	255.32
258455	-33.41	-154.98	108.87	257.83
258731	-22.78	-153.40	106.61	261.55
259005	-31.89	-159.72	97.53	258.71
259281	-31.89	-162.88	97.53	258.92
259557	-36.45	-154.98	104.34	256.77
259833	-34.93	-153.40	97.53	257.17
260111	-36.45	-158.14	108.87	257.02
260386	-39.48	-142.33	117.95	254.50
260662	-19.74	-143.91	106.61	262.19
260937	-37.96	-140.74	83.92	254.90
261212	-24.30	-154.98	122.48	261.09
261488	-42.52	-145.49	113.41	253.71
261764	-30.37	-142.33	113.41	257.95
262042	-33.41	-145.49	117.95	257.07
262318	-45.56	-142.33	127.02	252.25
262593	-21.26	-139.16	117.95	261.31
262868	-25.82	-143.91	115.68	259.83
263145	-24.30	-126.51	108.87	259.13
263420	-34.93	-134.42	120.22	255.43
263700	-34.93	-140.74	129.29	256.06
263982	-36.45	-117.02	104.34	252.70
264258	-48.59	-132.84	108.87	249.91
264535	-36.45	-129.67	113.41	254.30
264811	-28.85	-124.93	102.07	257.00
265088	-41.00	-137.58	102.07	253.41
265364	-42.52	-132.84	127.02	252.25
265643	-34.93	-131.26	111.14	255.10
265918	-41.00	-124.93	129.29	251.83
266194	-39.48	-132.84	104.34	253.45
266470	-36.45	-136.00	104.34	255.00
266746	-37.96	-137.58	102.07	254.57
267023	-34.93	-134.42	124.75	255.43
267301	-31.89	-134.42	102.07	256.65
267576	-28.85	-128.09	97.53	257.31
267852	-31.89	-134.42	115.68	256.65
268128	-33.41	-142.33	113.41	256.79
268404	-47.08	-137.58	88.46	251.11
268674	-27.34	-129.67	108.87	258.10
268950	-33.41	-132.84	104.34	255.88
269229	-45.56	-139.16	136.09	251.87
269503	-39.48	-142.33	117.95	254.50
269779	-44.04	-147.07	106.61	253.33
270054	-39.48	-129.67	127.02	253.07
270330	-30.37	-145.49	113.41	258.21
270606	-45.56	-136.00	117.95	251.48
270884	-31.89	-131.26	106.61	256.34
271161	-22.78	-143.91	106.61	261.01
271437	-30.37	-136.00	90.73	257.41
271713	-25.82	-143.91	111.14	259.83
271989	-31.89	-124.93	106.61	255.68
272265	-28.85	-143.91	111.14	258.66
272541	-36.45	-148.65	104.34	256.22
272820	-19.74	-131.26	102.07	261.45
273094	-31.89	-143.91	120.22	257.50
273371	-31.89	-150.23	115.68	258.02
273645	-39.48	-142.33	108.87	254.50
273922	-34.93	-137.58	102.07	255.76
274198	-30.37	-132.84	99.80	257.12
274473	-41.00	-137.58	115.68	253.41
274751	-42.52	-136.00	108.87	252.64
275027	-33.41	-151.81	104.34	257.59
275302	-19.74	-140.74	111.14	262.02
275578	-33.41	-136.00	117.95	256.20
275854	-39.48	-129.67	122.48	253.07
276129	-21.26	-145.49	113.41	261.69
276409	-22.78	-143.91	115.68	261.01
276685	-28.85	-153.40	106.61	259.35
276962	-30.37	-151.81	90.73	258.69
277231	-27.34	-142.33	99.80	259.13
277508	-39.48	-145.49	90.73	254.82
277783	-31.89	-147.07	129.29	257.77
278059	-37.96	-143.91	111.14	255.22
278337	-37.96	-147.07	115.68	255.53
278611	-31.89	-150.23	124.75	258.02
278888	-27.34	-148.65	99.80	259.58
279163	-30.37	-154.98	113.41	258.91
279440	-25.82	-147.07	106.61	260.04
279715	-34.93	-137.58	102.07	255.76
279994	-33.41	-142.33	95.27	256.79
280268	-27.34	-142.33	122.48	259.13
280545	-30.37	-132.84	99.80	257.12
280819	-36.45	-132.84	108.87	254.66
281095	-30.37	-145.49	122.48	258.21
281371	-27.34	-129.67	117.95	258.10
281648	-27.34	-151.81	117.95	259.79
281925	-27.34	-145.49	117.95	259.36
282201	-31.89	-143.91	115.68	257.50
282475	-39.48	-142.33	122.48	254.50
282752	-42.52	-142.33	108.87	253.37
283026	-36.45	-151.81	108.87	256.50
283302	-24.30	-136.00	117.95	259.87
283580	-36.45	-142.33	99.80	255.64
283855	-15.19	-151.81	113.41	264.29
284132	-31.89	-147.07	115.68	257.77
284407	-37.96	-153.40	97.53	256.10
284684	-13.67	-150.23	111.14	264.80
284959	-25.82	-137.58	120.22	259.37
285236	-48.59	-148.65	104.34	251.90
285514	-25.82	-137.58	111.14	259.37
285789	-36.45	-142.33	104.34	255.64
286065	-33.41	-148.65	122.48	257.33
286340	-36.45	-148.65	104.34	256.22
286616	-33.41	-145.49	113.41	257.07
286891	-30.37	-136.00	127.02	257.41
287167	-25.82	-143.91	106.61	259.83
287444	-24.30	-132.84	131.56	259.63
287721	-33.41	-142.33	122.48	256.79
287995	-44.04	-153.40	102.07	253.98
288271	-31.89	-134.42	97.53	256.65
288541	-47.08	-150.23	111.14	252.60
288817	-37.96	-150.23	79.39	255.82
289096	-39.48	-148.65	122.48	255.13
289371	-30.37	-151.81	113.41	258.69
289647	-37.96	-169.21	102.07	257.35
289922	-36.45	-142.33	95.27	255.64
290197	-41.00	-143.91	120.22	254.10
290473	-30.37	-154.98	95.27	258.91
290750	-39.48	-164.47	95.27	256.50
291027	-39.48	-145.49	104.34	254.82
291304	-41.00	-147.07	102.07	254.42
291578	-36.45	-148.65	104.34	256.22
291855	-34.93	-156.56	97.53	257.42
292129	-31.89	-147.07	120.22	257.77
292405	-18.22	-148.65	122.48	263.01
292682	-33.41	-139.16	104.34	256.50
292959	-33.41	-151.81	117.95	257.59
293233	-28.85	-147.07	93.00	258.90
293510	-27.34	-142.33	131.56	259.13
293785	-33.41	-145.49	113.41	257.07
294062	-42.52	-148.65	108.87	254.04
294332	-34.93	-150.23	115.68	256.91
294609	-27.34	-148.65	117.95	259.58
294885	-37.96	-143.91	120.22	255.22
295155	-36.45	-136.00	113.41	255.00
295431	-31.89	-143.91	115.68	257.50
295707	-28.85	-140.74	124.75	258.41
295984	-25.82	-156.56	111.14	260.64
296259	-39.48	-151.81	90.73	255.42
296538	-34.93	-147.07	115.68	256.64
296813	-37.96	-137.58	111.14	254.57
297089	-34.93	-153.40	111.14	257.17
297365	-28.85	-150.23	120.22	259.13
297639	-41.00	-140.74	120.22	253.76
297916	-39.48	-142.33	117.95	254.50
298194	-45.56	-151.81	113.41	253.30
298471	-41.00	-166.05	115.68	256.13
298753	-39.48	-151.81	122.48	255.42
299028	-34.93	-150.23	115.68	256.91
299304	-27.34	-145.49	117.95	259.36
299580	-30.37	-145.49	108.87	258.21
299856	-34.93	-147.07	102.07	256.64
300134	-39.48	-151.81	127.02	255.42
300409	-30.37	-154.98	113.41	258.91
300685	-47.08	-140.74	102.07	251.51
300960	-36.45	-148.65	127.02	256.22
301237	-42.52	-148.65	122.48	254.04
301512	-34.93	-159.72	120.22	257.66
301791	-33.41	-139.16	113.41	256.50
302065	-37.96	-143.91	111.14	255.22
302341	-30.37	-158.14	108.87	259.13
302617	-34.93	-137.58	102.07	255.76
302893	-36.45	-158.14	117.95	257.02
303168	-39.48	-148.65	113.41	255.13
303444	-36.45	-151.81	108.87	256.50
303721	-42.52	-142.33	108.87	253.37
303997	-36.45	-151.81	113.41	256.50
304273	-33.41	-145.49	127.02	257.07
304548	-39.48	-148.65	131.56	255.13
304825	-27.34	-145.49	136.09	259.36
305100	-39.48	-154.98	113.41	255.71
305378	-25.82	-150.23	120.22	260.25
305653	-28.85	-153.40	120.22	259.35
305929	-30.37	-161.30	108.87	259.34
306205	-45.56	-145.49	117.95	252.61
306481	-27.34	-148.65	117.95	259.58
306757	-28.85	-150.23	111.14	259.13
307034	-41.00	-147.07	106.61	254.42
307312	-21.26	-145.49	108.87	261.69
307587	-33.41	-148.65	113.41	257.33
307862	-37.96	-150.23	120.22	255.82
308139	-42.52	-154.98	122.48	254.66
308414	-22.78	-140.74	120.22	260.81
308689	-31.89	-153.40	106.61	258.26
308968	-33.41	-154.98	108.87	257.83
309242	-30.37	-139.16	104.34	257.69
309519	-37.96	-162.88	115.68	256.88
309788	-50.11	-137.58	133.82	249.99
310064	-39.48	-148.65	117.95	255.13
310340	-30.37	-154.98	113.41	258.91
310616	-39.48	-151.81	113.41	255.42
310894	-30.37	-161.30	113.41	259.34
311170	-33.41	-154.98	122.48	257.83
311445	-33.41	-158.14	113.41	258.07
311715	-30.37	-151.81	117.95	258.69
311991	-33.41	-151.81	136.09	257.59
312267	-33.41	-164.47	117.95	258.52
312544	-37.96	-159.72	106.61	256.63
312822	-16.71	-162.88	106.61	264.14
313097	-39.48	-161.30	99.80	256.25
313373	-31.89	-159.72	102.07	258.71
313648	-41.00	-150.23	111.14	254.73
313924	-42.52	-142.33	104.34	253.37
314200	-37.96	-156.56	106.61	256.37
314479	-30.37	-161.30	108.87	259.34
314754	-34.93	-150.23	120.22	256.91
315029	-44.04	-153.40	124.75	253.98
315303	-42.52	-161.30	122.48	255.23
315580	-33.41	-139.16	104.34	256.50
315850	-31.89	-153.40	111.14	258.26
316126	-31.89	-153.40	106.61	258.26
316404	-39.48	-161.30	122.48	256.25
316679	-31.89	-137.58	111.14	256.95
316955	-37.96	-150.23	115.68	255.82
317232	-28.85	-156.56	102.07	259.56
317507	-30.37	-158.14	113.41	259.13
317784	-33.41	-158.14	113.41	258.07
318061	-28.85	-156.56	102.07	259.56
318337	-42.52	-164.47	113.41	255.50
318612	-25.82	-159.72	106.61	260.82
318887	-31.89	-156.56	120.22	258.49
319163	-27.34	-154.98	108.87	260.00
319433	-33.41	-154.98	117.95	257.83
319709	-39.48	-145.49	117.95	254.82
319987	-31.89	-150.23	115.68	258.02
320263	-41.00	-143.91	129.29	254.10
320538	-31.89	-159.72	97.53	258.71
320815	-25.82	-156.56	102.07	260.64
321090	-31.89	-169.21	106.61	259.33
321367	-33.41	-161.30	108.87	258.30
321645	-31.89	-162.88	111.14	258.92
321921	-30.37	-154.98	117.95	258.91
322196	-19.74	-134.42	115.68	261.64
322471	-21.26	-161.30	113.41	262.49
322748	-39.48	-167.63	117.95	256.75
323023	-37.96	-159.72	111.14	256.63
323300	-41.00	-156.56	106.61	255.32
323579	-34.93	-153.40	124.75	257.17
323856	-30.37	-161.30	108.87	259.34
324132	-37.96	-172.37	111.14	257.58
324407	-27.34	-173.95	108.87	261.07
324679	-25.82	-178.70	111.14	261.78
324951	-24.30	-186.60	113.41	262.58
325223	-33.41	-196.09	149.70	260.33
325497	-28.85	-207.16	120.22	262.07
325770	-27.34	-202.42	127.02	262.31
326041	-33.41	-199.26	117.95	260.48
326313	-44.04	-172.37	129.29	255.67
326586	-24.30	-161.30	117.95	261.43
326862	-30.37	-154.98	99.80	258.91
327141	-25.82	-169.21	106.61	261.33
327417	-31.89	-150.23	102.07	258.02
327694	-24.30	-145.49	90.73	260.52
327964	-24.30	-158.14	117.95	261.26
328241	-31.89	-153.40	115.68	258.26
328517	-41.00	-147.07	111.14	254.42
328793	-41.00	-159.72	124.75	255.60
329072	-30.37	-145.49	131.56	258.21
329347	-34.93	-131.26	115.68	255.10
329622	-37.96	-156.56	120.22	256.37
329897	-51.63	-151.81	99.80	251.22
330174	-30.37	-145.49	108.87	258.21
330448	-36.45	-148.65	122.48	256.22
330727	-33.41	-151.81	127.02	257.59
331002	-36.45	-142.33	104.34	255.64
331279	-33.41	-145.49	108.87	257.07
331553	-42.52	-167.63	117.95	255.77
331830	-33.41	-154.98	108.87	257.83
332105	-54.67	-164.47	113.41	251.61
332382	-31.89	-156.56	102.07	258.49
332660	-34.93	-137.58	115.68	255.76
332937	-22.78	-150.23	106.61	261.38
333213	-31.89	-143.91	106.61	257.50
333490	-22.78	-153.40	115.68	261.55
333771	-27.34	-148.65	117.95	259.58
334047	-34.93	-150.23	115.68	256.91
334324	-45.56	-120.19	95.27	249.24
334601	-37.96	-109.12	120.22	250.82
334875	-33.41	-117.02	99.80	254.07
335151	-39.48	-110.70	86.19	250.37
335420	-27.34	-110.70	95.27	256.13
335696	-25.82	-99.63	115.68	255.47
335972	-24.30	-120.19	113.41	258.57
336249	-22.78	-118.61	106.61	259.13
336525	-37.96	-109.12	115.68	250.82
336801	-27.34	-107.54	104.34	255.74
337077	-34.93	-118.61	120.22	253.59
337352	-24.30	-113.86	104.34	257.95
337628	-31.89	-112.28	111.14	254.14
337904	-28.85	-102.79	106.61	254.32
338182	-34.93	-99.63	106.61	250.68
338458	-25.82	-109.12	111.14	256.69
338734	-25.82	-105.95	102.07	256.31
339009	-27.34	-110.70	90.73	256.13
339286	-16.71	-105.95	102.07	261.04
339561	-19.74	-109.12	97.53	259.74
339838	-30.37	-107.54	104.34	254.23
340114	-18.22	-113.86	108.87	260.91
340389	-27.34	-101.21	117.95	254.89
340665	-15.19	-110.70	90.73	262.19
340940	-30.37	-123.35	104.34	256.17
341217	-39.48	-101.21	90.73	248.69
341492	-28.85	-121.77	102.07	256.67
341770	-21.26	-110.70	86.19	259.13
342045	-30.37	-117.02	99.80	255.45
342316	-28.85	-124.93	106.61	257.00
